activity_id,day_of_week,open_time,close_time,break_hour_start,break_hour_end,is_open_24h,is_closed
8,friday,06:00,17:00,,,False,False
8,saturday,06:00,17:00,,,False,False
8,sunday,,,,,False,True
9,monday,09:00,00:00,,,False,False
9,tuesday,09:00,00:00,,,False,False
9,wednesday,09:00,00:00,,,False,False
9,thursday,09:00,00:00,,,False,False
9,friday,09:00,01:00,,,False,False
9,saturday,12:00,01:00,,,False,False
9,sunday,,,,,False,True
10,monday,09:00,00:00,,,False,False
10,tuesday,09:00,00:00,,,False,False
10,wednesday,09:00,00:00,,,False,False
10,thursday,09:00,00:00,,,False,False
10,friday,09:00,01:00,,,False,False
10,saturday,09:00,01:00,,,False,False
10,sunday,09:00,00:00,,,False,False
11,monday,08:00,00:00,,,False,False
11,tuesday,08:00,00:00,,,False,False
11,wednesday,08:00,00:00,,,False,False
11,thursday,08:00,00:00,,,False,False
11,friday,08:00,01:00,,,False,False
11,saturday,09:00,01:00,,,False,False
11,sunday,09:00,00:00,,,False,False
12,monday,,,,,False,True
12,tuesday,10:00,18:00,,,False,False
12,wednesday,10:00,18:00,,,False,False
12,thursday,10:00,18:00,,,False,False
12,friday,10:00,18:00,,,False,False
12,saturday,10:00,18:00,,,False,False
12,sunday,10:00,18:00,,,False,False
13,monday,09:00,00:00,,,False,False
13,tuesday,09:00,00:00,,,False,False
13,wednesday,09:00,00:00,,,False,False
13,thursday,09:00,00:00,,,False,False
13,friday,09:00,01:00,,,False,False
13,saturday,09:00,01:00,,,False,False
13,sunday,09:00,00:00,,,False,False
14,monday,09:00,00:00,,,False,False
14,tuesday,09:00,00:00,,,False,False
14,wednesday,09:00,00:00,,,False,False
14,thursday,09:00,00:00,,,False,False
14,friday,09:00,00:00,,,False,False
14,saturday,09:00,00:00,,,False,False
14,sunday,10:00,00:00,,,False,False
15,monday,12:00,00:00,,,False,False
15,tuesday,12:00,00:00,,,False,False
15,wednesday,12:00,00:00,,,False,False
15,thursday,12:00,00:00,,,False,False
15,friday,12:00,01:00,,,False,False
15,saturday,12:00,01:00,,,False,False
15,sunday,12:00,00:00,,,False,False
16,monday,10:00,00:00,,,False,False
16,tuesday,10:00,00:00,,,False,False
16,wednesday,10:00,00:00,,,False,False
16,thursday,10:00,00:00,,,False,False
16,friday,10:00,01:00,,,False,False
16,saturday,10:00,01:00,,,False,False
16,sunday,,,,,False,True
17,monday,10:00,23:00,,,False,False
17,tuesday,10:00,23:00,,,False,False
17,wednesday,10:00,23:00,,,False,False
17,thursday,10:00,23:00,,,False,False
17,friday,10:00,23:00,,,False,False
17,saturday,10:00,23:00,,,False,False
17,sunday,,,,,False,True
18,monday,08:00,23:00,,,False,False
18,tuesday,08:00,23:00,,,False,False
18,wednesday,08:00,23:00,,,False,False
18,thursday,08:00,23:00,,,False,False
18,friday,08:00,00:00,,,False,False
18,saturday,,,,,False,True
18,sunday,,,,,False,True
19,monday,09:00,00:00,,,False,False
19,tuesday,09:00,00:00,,,False,False
19,wednesday,09:00,00:00,,,False,False
19,thursday,09:00,00:00,,,False,False
19,friday,09:00,01:00,,,False,False
19,saturday,09:00,01:00,,,False,False
19,sunday,10:00,00:00,,,False,False
20,monday,10:00,00:00,,,False,False
20,tuesday,10:00,00:00,,,False,False
20,wednesday,10:00,00:00,,,False,False
20,thursday,10:00,00:00,,,False,False
20,friday,10:00,01:00,,,False,False
20,saturday,10:00,01:00,,,False,False
20,sunday,10:00,01:00,,,False,False
21,monday,07:30,18:00,,,False,False
21,tuesday,07:30,18:00,,,False,False
21,wednesday,07:30,18:00,,,False,False
21,thursday,07:30,18:00,,,False,False
21,friday,07:30,18:00,,,False,False
21,saturday,08:30,16:00,,,False,False
21,sunday,,,,,False,True
22,monday,08:00,00:00,,,False,False
22,tuesday,08:00,00:00,,,False,False
22,wednesday,08:00,00:00,,,False,False
22,thursday,08:00,00:00,,,False,False
22,friday,08:00,01:00,,,False,False
22,saturday,09:00,01:00,,,False,False
22,sunday,09:00,00:00,,,False,False
23,monday,08:00,00:00,,,False,False
23,tuesday,08:00,00:00,,,False,False
23,wednesday,08:00,00:00,,,False,False
23,thursday,08:00,00:00,,,False,False
23,friday,08:00,01:00,,,False,False
23,saturday,08:00,01:00,,,False,False
23,sunday,08:00,00:00,,,False,False
24,monday,10:30,00:00,,,False,False
24,tuesday,10:30,00:00,,,False,False
24,wednesday,10:30,00:00,,,False,False
24,thursday,10:30,00:00,,,False,False
24,friday,10:30,01:00,,,False,False
24,saturday,10:30,01:00,,,False,False
24,sunday,10:30,23:00,,,False,False
25,monday,09:00,01:00,,,False,False
25,tuesday,09:00,01:00,,,False,False
25,wednesday,09:00,01:00,,,False,False
25,thursday,09:00,01:00,,,False,False
25,friday,09:00,01:00,,,False,False
25,saturday,09:00,01:00,,,False,False
25,sunday,09:00,01:00,,,False,False
26,monday,08:00,00:00,,,False,False
26,tuesday,08:00,00:00,,,False,False
26,wednesday,08:00,00:00,,,False,False
26,thursday,08:00,00:00,,,False,False
26,friday,08:00,01:00,,,False,False
26,saturday,08:00,01:00,,,False,False
26,sunday,08:00,00:00,,,False,False
27,monday,00:00,23:59,,,True,False
27,tuesday,00:00,23:59,,,True,False
27,wednesday,00:00,23:59,,,True,False
27,thursday,00:00,23:59,,,True,False
27,friday,00:00,23:59,,,True,False
27,saturday,00:00,23:59,,,True,False
27,sunday,00:00,23:59,,,True,False
28,monday,08:00,00:00,,,False,False
28,tuesday,08:00,00:00,,,False,False
28,wednesday,08:00,00:00,,,False,False
28,thursday,08:00,00:00,,,False,False
28,friday,08:00,01:00,,,False,False
28,saturday,08:00,01:00,,,False,False
28,sunday,08:00,00:00,,,False,False
29,monday,09:00,17:00,,,False,False
29,tuesday,09:00,17:00,,,False,False
29,wednesday,09:00,17:00,,,False,False
29,thursday,09:00,17:00,,,False,False
29,friday,09:00,17:00,,,False,False
29,saturday,,,,,False,True
29,sunday,,,,,False,True
30,monday,08:00,00:00,,,False,False
30,tuesday,08:00,00:00,,,False,False
30,wednesday,08:00,00:00,,,False,False
30,thursday,08:00,00:00,,,False,False
30,friday,08:00,01:00,,,False,False
30,saturday,08:30,01:00,,,False,False
30,sunday,09:00,00:00,,,False,False
31,monday,12:00,00:00,,,False,False
31,tuesday,12:00,00:00,,,False,False
31,wednesday,12:00,00:00,,,False,False
31,thursday,12:00,00:00,,,False,False
31,friday,12:00,00:00,,,False,False
31,saturday,12:00,00:00,,,False,False
31,sunday,,,,,False,True
32,monday,08:00,00:00,,,False,False
32,tuesday,08:00,00:00,,,False,False
32,wednesday,08:00,00:00,,,False,False
32,thursday,08:00,00:00,,,False,False
32,friday,08:00,01:00,,,False,False
32,saturday,08:00,01:00,,,False,False
32,sunday,08:00,00:00,,,False,False
33,monday,08:00,00:00,,,False,False
33,tuesday,08:00,00:00,,,False,False
33,wednesday,08:00,00:00,,,False,False
33,thursday,08:00,00:00,,,False,False
33,friday,09:00,01:00,,,False,False
33,saturday,09:00,01:00,,,False,False
33,sunday,,,,,False,True
34,monday,07:30,00:00,,,False,False
34,tuesday,07:30,00:00,,,False,False
34,wednesday,07:30,00:00,,,False,False
34,thursday,07:30,00:00,,,False,False
34,friday,07:30,01:00,,,False,False
34,saturday,08:00,01:00,,,False,False
34,sunday,08:00,00:00,,,False,False
35,monday,08:00,00:00,,,False,False
35,tuesday,08:00,00:00,,,False,False
35,wednesday,08:00,00:00,,,False,False
35,thursday,08:00,00:00,,,False,False
35,friday,08:00,00:00,,,False,False
35,saturday,09:00,01:00,,,False,False
35,sunday,11:00,20:00,,,False,False
36,monday,,,,,False,True
36,tuesday,10:00,18:00,,,False,False
36,wednesday,10:00,18:00,,,False,False
36,thursday,10:00,18:00,,,False,False
36,friday,10:00,18:00,,,False,False
36,saturday,10:00,18:00,,,False,False
36,sunday,10:00,18:00,,,False,False
37,monday,,,,,False,True
37,tuesday,10:00,17:00,,,False,False
37,wednesday,10:00,17:00,,,False,False
37,thursday,10:00,17:00,,,False,False
37,friday,10:00,17:00,,,False,False
37,saturday,10:00,17:00,,,False,False
37,sunday,09:00,13:00,,,False,False
38,monday,,,,,False,True
38,tuesday,09:00,17:00,,,False,False
38,wednesday,09:00,17:00,,,False,False
38,thursday,09:00,17:00,,,False,False
38,friday,09:00,17:00,,,False,False
38,saturday,09:00,17:00,,,False,False
38,sunday,09:00,13:00,,,False,False
39,monday,,,,,False,True
39,tuesday,09:00,19:00,,,False,False
39,wednesday,09:00,19:00,,,False,False
39,thursday,09:00,19:00,,,False,False
39,friday,09:00,19:00,,,False,False
39,saturday,09:00,15:00,,,False,False
39,sunday,09:00,15:00,,,False,False
40,monday,09:00,00:00,,,False,False
40,tuesday,09:00,00:00,,,False,False
40,wednesday,09:00,00:00,,,False,False
40,thursday,09:00,00:00,,,False,False
40,friday,09:00,01:00,,,False,False
40,saturday,09:00,01:00,,,False,False
40,sunday,09:00,00:00,,,False,False
41,monday,08:00,01:00,,,False,False
41,tuesday,08:00,01:00,,,False,False
41,wednesday,08:00,01:00,,,False,False
41,thursday,08:00,01:00,,,False,False
41,friday,08:00,01:00,,,False,False
41,saturday,09:00,01:00,,,False,False
41,sunday,09:00,01:00,,,False,False
42,monday,,,,,False,True
42,tuesday,,,,,False,True
42,wednesday,,,,,False,True
42,thursday,,,,,False,True
42,friday,,,,,False,True
42,saturday,,,,,False,True
42,sunday,,,,,False,True
43,monday,,,,,False,True
43,tuesday,08:00,16:00,,,False,False
43,wednesday,08:00,16:00,,,False,False
43,thursday,08:00,16:00,,,False,False
43,friday,08:00,16:00,,,False,False
43,saturday,09:00,15:00,,,False,False
43,sunday,09:00,13:00,,,False,False
44,monday,,,,,False,True
44,tuesday,10:00,18:00,,,False,False
44,wednesday,10:00,18:00,,,False,False
44,thursday,10:00,18:00,,,False,False
44,friday,10:00,18:00,,,False,False
44,saturday,10:00,18:00,,,False,False
44,sunday,10:00,18:00,,,False,False
45,monday,,,,,False,True
45,tuesday,,,,,False,True
45,wednesday,,,,,False,True
45,thursday,,,,,False,True
45,friday,,,,,False,True
45,saturday,,,,,False,True
45,sunday,,,,,False,True
46,monday,,,,,False,True
46,tuesday,,,,,False,True
46,wednesday,,,,,False,True
46,thursday,,,,,False,True
46,friday,,,,,False,True
46,saturday,,,,,False,True
46,sunday,,,,,False,True
47,monday,,,,,False,True
47,tuesday,,,,,False,True
47,wednesday,,,,,False,True
47,thursday,,,,,False,True
47,friday,,,,,False,True
47,saturday,,,,,False,True
47,sunday,,,,,False,True
48,monday,,,,,False,True
48,tuesday,,,,,False,True
48,wednesday,,,,,False,True
48,thursday,,,,,False,True
48,friday,,,,,False,True
48,saturday,,,,,False,True
48,sunday,,,,,False,True
49,monday,,,,,False,True
49,tuesday,,,,,False,True
49,wednesday,,,,,False,True
49,thursday,,,,,False,True
49,friday,,,,,False,True
49,saturday,,,,,False,True
49,sunday,,,,,False,True
50,monday,,,,,False,True
50,tuesday,,,,,False,True
50,wednesday,,,,,False,True
50,thursday,,,,,False,True
50,friday,,,,,False,True
50,saturday,,,,,False,True
50,sunday,,,,,False,True
51,monday,08:00,00:00,,,False,False
51,tuesday,08:00,00:00,,,False,False
51,wednesday,08:00,00:00,,,False,False
51,thursday,08:00,00:00,,,False,False
51,friday,08:00,01:00,,,False,False
51,saturday,08:00,01:00,,,False,False
51,sunday,08:00,00:00,,,False,False
52,monday,08:00,00:00,,,False,False
52,tuesday,08:00,00:00,,,False,False
52,wednesday,08:00,00:00,,,False,False
52,thursday,08:00,00:00,,,False,False
52,friday,08:00,00:00,,,False,False
52,saturday,08:00,00:00,,,False,False
52,sunday,09:00,23:00,,,False,False
53,monday,08:00,23:00,,,False,False
53,tuesday,08:00,23:00,,,False,False
53,wednesday,08:00,23:00,,,False,False
53,thursday,08:00,23:00,,,False,False
53,friday,08:00,00:00,,,False,False
53,saturday,,,,,False,True
53,sunday,,,,,False,True
54,monday,08:00,00:00,,,False,False
54,tuesday,08:00,00:00,,,False,False
54,wednesday,08:00,00:00,,,False,False
54,thursday,08:00,00:00,,,False,False
54,friday,08:00,01:00,,,False,False
54,saturday,08:00,01:00,,,False,False
54,sunday,09:00,00:00,,,False,False
55,monday,,,,,False,True
55,tuesday,09:00,00:00,,,False,False
55,wednesday,09:00,00:00,,,False,False
55,thursday,09:00,00:00,,,False,False
55,friday,09:00,00:00,,,False,False
55,saturday,09:00,00:00,,,False,False
55,sunday,,,,,False,True
56,monday,08:30,00:00,,,False,False
56,tuesday,08:30,00:00,,,False,False
56,wednesday,08:30,00:00,,,False,False
56,thursday,08:30,00:00,,,False,False
56,friday,08:30,01:00,,,False,False
56,saturday,08:30,01:00,,,False,False
56,sunday,08:30,00:00,,,False,False
57,monday,08:00,00:00,,,False,False
57,tuesday,08:00,00:00,,,False,False
57,wednesday,08:00,00:00,,,False,False
57,thursday,08:00,00:00,,,False,False
57,friday,08:00,01:00,,,False,False
57,saturday,08:00,01:00,,,False,False
57,sunday,10:00,00:00,,,False,False
58,monday,08:00,00:00,,,False,False
58,tuesday,08:00,00:00,,,False,False
58,wednesday,08:00,00:00,,,False,False
58,thursday,08:00,00:00,,,False,False
58,friday,08:00,01:00,,,False,False
58,saturday,08:00,01:00,,,False,False
58,sunday,08:00,00:00,,,False,False
59,monday,,,,,False,True
59,tuesday,,,,,False,True
59,wednesday,,,,,False,True
59,thursday,,,,,False,True
59,friday,,,,,False,True
59,saturday,10:00,21:30,,,False,False
59,sunday,10:00,21:30,,,False,False
60,monday,08:00,23:30,,,False,False
60,tuesday,08:00,23:30,,,False,False
60,wednesday,08:00,23:30,,,False,False
60,thursday,08:00,23:30,,,False,False
60,friday,08:00,23:30,,,False,False
60,saturday,09:00,23:30,,,False,False
60,sunday,09:00,23:30,,,False,False
61,monday,10:00,23:00,,,False,False
61,tuesday,10:00,23:00,,,False,False
61,wednesday,10:00,23:00,,,False,False
61,thursday,10:00,23:00,,,False,False
61,friday,10:00,23:00,,,False,False
61,saturday,10:00,23:00,,,False,False
61,sunday,10:00,23:00,,,False,False
62,monday,09:30,19:00,,,False,False
62,tuesday,09:30,22:30,,,False,False
62,wednesday,00:00,23:59,,,True,False
62,thursday,09:30,22:30,,,False,False
62,friday,09:30,22:30,,,False,False
62,saturday,10:00,22:30,,,False,False
62,sunday,10:00,18:00,,,False,False
63,monday,,,,,False,True
63,tuesday,,,,,False,True
63,wednesday,,,,,False,True
63,thursday,,,,,False,True
63,friday,,,,,False,True
63,saturday,,,,,False,True
63,sunday,,,,,False,True
64,monday,08:00,01:00,,,False,False
64,tuesday,08:00,01:00,,,False,False
64,wednesday,08:00,01:00,,,False,False
64,thursday,08:00,01:00,,,False,False
64,friday,08:00,01:00,,,False,False
64,saturday,08:00,01:00,,,False,False
64,sunday,08:00,01:00,,,False,False
65,monday,08:00,00:00,,,False,False
65,tuesday,08:00,00:00,,,False,False
65,wednesday,08:00,00:00,,,False,False
65,thursday,08:00,00:00,,,False,False
65,friday,08:00,00:00,,,False,False
65,saturday,08:00,00:00,,,False,False
65,sunday,08:00,23:00,,,False,False
66,monday,08:00,00:00,,,False,False
66,tuesday,08:00,00:00,,,False,False
66,wednesday,08:00,00:00,,,False,False
66,thursday,08:00,00:00,,,False,False
66,friday,08:00,00:00,,,False,False
66,saturday,08:00,00:00,,,False,False
66,sunday,08:00,00:00,,,False,False
67,monday,08:00,00:00,,,False,False
67,tuesday,08:00,00:00,,,False,False
67,wednesday,08:00,00:00,,,False,False
67,thursday,08:00,00:00,,,False,False
67,friday,08:00,00:00,,,False,False
67,saturday,08:00,00:00,,,False,False
67,sunday,08:00,00:00,,,False,False
68,monday,09:00,00:00,,,False,False
68,tuesday,09:00,00:00,,,False,False
68,wednesday,09:00,00:00,,,False,False
68,thursday,09:00,00:00,,,False,False
68,friday,09:00,01:00,,,False,False
68,saturday,09:00,01:00,,,False,False
68,sunday,,,,,False,True
69,monday,09:00,00:00,,,False,False
69,tuesday,09:00,00:00,,,False,False
69,wednesday,09:00,00:00,,,False,False
69,thursday,09:00,00:00,,,False,False
69,friday,09:00,01:00,,,False,False
69,saturday,09:00,00:00,,,False,False
69,sunday,09:00,00:00,,,False,False
70,monday,00:00,23:59,,,True,False
70,tuesday,00:00,23:59,,,True,False
70,wednesday,00:00,23:59,,,True,False
70,thursday,00:00,23:59,,,True,False
70,friday,00:00,23:59,,,True,False
70,saturday,00:00,23:59,,,True,False
70,sunday,00:00,23:59,,,True,False
71,monday,00:00,23:59,,,True,False
71,tuesday,00:00,23:59,,,True,False
71,wednesday,00:00,23:59,,,True,False
71,thursday,00:00,23:59,,,True,False
71,friday,00:00,23:59,,,True,False
71,saturday,00:00,23:59,,,True,False
71,sunday,00:00,23:59,,,True,False
72,monday,06:00,20:00,,,False,False
72,tuesday,06:00,20:00,,,False,False
72,wednesday,06:00,20:00,,,False,False
72,thursday,06:00,20:00,,,False,False
72,friday,06:00,20:00,,,False,False
72,saturday,06:00,17:00,,,False,False
72,sunday,06:00,00:00,,,False,False
73,monday,00:00,23:59,,,True,False
73,tuesday,00:00,23:59,,,True,False
73,wednesday,00:00,23:59,,,True,False
73,thursday,00:00,23:59,,,True,False
73,friday,00:00,23:59,,,True,False
73,saturday,00:00,23:59,,,True,False
73,sunday,00:00,23:59,,,True,False
74,monday,00:00,23:59,,,True,False
74,tuesday,00:00,23:59,,,True,False
74,wednesday,00:00,23:59,,,True,False
74,thursday,00:00,23:59,,,True,False
74,friday,00:00,23:59,,,True,False
74,saturday,00:00,23:59,,,True,False
74,sunday,00:00,23:59,,,True,False
75,monday,00:00,23:59,,,True,False
75,tuesday,00:00,23:59,,,True,False
75,wednesday,00:00,23:59,,,True,False
75,thursday,00:00,23:59,,,True,False
75,friday,00:00,23:59,,,True,False
75,saturday,00:00,23:59,,,True,False
75,sunday,00:00,23:59,,,True,False
76,monday,08:30,23:00,,,False,False
76,tuesday,08:30,23:00,,,False,False
76,wednesday,08:30,23:00,,,False,False
76,thursday,08:30,23:00,,,False,False
76,friday,08:30,23:00,,,False,False
76,saturday,08:30,23:00,,,False,False
76,sunday,08:30,23:00,,,False,False
77,monday,08:00,00:00,,,False,False
77,tuesday,08:00,00:00,,,False,False
77,wednesday,08:00,00:00,,,False,False
77,thursday,08:00,00:00,,,False,False
77,friday,08:00,01:00,,,False,False
77,saturday,08:00,01:00,,,False,False
77,sunday,10:00,00:00,,,False,False
78,monday,00:00,23:59,,,True,False
78,tuesday,00:00,23:59,,,True,False
78,wednesday,00:00,23:59,,,True,False
78,thursday,00:00,23:59,,,True,False
78,friday,00:00,23:59,,,True,False
78,saturday,00:00,23:59,,,True,False
78,sunday,00:00,23:59,,,True,False
79,monday,07:00,23:00,,,False,False
79,tuesday,07:00,23:00,,,False,False
79,wednesday,07:00,23:00,,,False,False
79,thursday,07:00,23:00,,,False,False
79,friday,07:00,23:00,,,False,False
79,saturday,07:00,23:00,,,False,False
79,sunday,07:00,23:00,,,False,False
80,monday,08:00,23:00,,,False,False
80,tuesday,08:00,23:00,,,False,False
80,wednesday,08:00,23:00,,,False,False
80,thursday,08:00,23:00,,,False,False
80,friday,08:00,23:00,,,False,False
80,saturday,08:00,23:00,,,False,False
80,sunday,08:00,23:00,,,False,False
81,monday,,,,,False,True
81,tuesday,,,,,False,True
81,wednesday,,,,,False,True
81,thursday,,,,,False,True
81,friday,,,,,False,True
81,saturday,,,,,False,True
81,sunday,,,,,False,True
82,monday,10:00,00:00,,,False,False
82,tuesday,10:00,00:00,,,False,False
82,wednesday,10:00,00:00,,,False,False
82,thursday,10:00,00:00,,,False,False
82,friday,10:00,01:00,,,False,False
82,saturday,10:00,01:00,,,False,False
82,sunday,10:00,00:00,,,False,False
83,monday,08:00,00:00,,,False,False
83,tuesday,08:00,00:00,,,False,False
83,wednesday,08:00,00:00,,,False,False
83,thursday,08:00,00:00,,,False,False
83,friday,08:00,00:00,,,False,False
83,saturday,08:00,00:00,,,False,False
83,sunday,08:00,00:00,,,False,False
84,monday,09:00,13:30,,,False,False
84,tuesday,09:00,13:30,,,False,False
84,wednesday,09:00,13:30,,,False,False
84,thursday,09:00,13:30,,,False,False
84,friday,09:00,13:30,,,False,False
84,saturday,09:00,13:30,,,False,False
84,sunday,,,,,False,True
85,monday,08:00,23:59,,,False,False
85,tuesday,08:00,23:59,,,False,False
85,wednesday,08:00,23:59,,,False,False
85,thursday,08:00,23:59,,,False,False
85,friday,08:00,01:00,,,False,False
85,saturday,08:00,01:00,,,False,False
85,sunday,11:00,23:59,,,False,False
86,monday,08:00,00:00,,,False,False
86,tuesday,08:00,00:00,,,False,False
86,wednesday,08:00,00:00,,,False,False
86,thursday,08:00,00:00,,,False,False
86,friday,08:00,00:00,,,False,False
86,saturday,08:00,00:00,,,False,False
86,sunday,,,,,False,True
87,monday,07:30,18:00,,,False,False
87,tuesday,07:30,18:00,,,False,False
87,wednesday,07:30,18:00,,,False,False
87,thursday,07:30,18:00,,,False,False
87,friday,07:30,18:00,,,False,False
87,saturday,08:00,16:00,,,False,False
87,sunday,,,,,False,True
88,monday,07:00,02:00,,,False,False
88,tuesday,07:00,02:00,,,False,False
88,wednesday,07:00,02:00,,,False,False
88,thursday,07:00,02:00,,,False,False
88,friday,07:00,02:00,,,False,False
88,saturday,07:00,02:00,,,False,False
88,sunday,07:00,23:55,,,False,False
89,monday,08:00,23:30,,,False,False
89,tuesday,08:00,23:30,,,False,False
89,wednesday,08:00,23:30,,,False,False
89,thursday,08:00,23:30,,,False,False
89,friday,08:00,01:00,,,False,False
89,saturday,10:00,01:00,,,False,False
89,sunday,,,,,False,True
90,monday,08:00,00:00,,,False,False
90,tuesday,08:00,00:00,,,False,False
90,wednesday,08:00,00:00,,,False,False
90,thursday,08:00,00:00,,,False,False
90,friday,08:00,00:00,,,False,False
90,saturday,09:00,01:00,,,False,False
90,sunday,,,,,False,True
91,monday,08:00,00:00,,,False,False
91,tuesday,08:00,00:00,,,False,False
91,wednesday,08:00,00:00,,,False,False
91,thursday,08:00,00:00,,,False,False
91,friday,08:00,01:00,,,False,False
91,saturday,08:00,01:00,,,False,False
91,sunday,08:00,00:00,,,False,False
92,monday,08:00,00:00,,,False,False
92,tuesday,08:00,00:00,,,False,False
92,wednesday,08:00,00:00,,,False,False
92,thursday,08:00,01:00,,,False,False
92,friday,08:00,01:00,,,False,False
92,saturday,09:00,01:00,,,False,False
92,sunday,09:00,00:00,,,False,False
93,monday,08:00,00:00,,,False,False
93,tuesday,08:00,00:00,,,False,False
93,wednesday,08:00,00:00,,,False,False
93,thursday,08:00,00:00,,,False,False
93,friday,08:00,00:00,,,False,False
93,saturday,10:00,00:00,,,False,False
93,sunday,,,,,False,True
94,monday,08:00,00:00,,,False,False
94,tuesday,08:00,00:00,,,False,False
94,wednesday,08:00,00:00,,,False,False
94,thursday,08:00,00:00,,,False,False
94,friday,08:00,01:00,,,False,False
94,saturday,08:00,01:00,,,False,False
94,sunday,08:00,00:00,,,False,False
95,monday,08:00,00:00,,,False,False
95,tuesday,08:00,00:00,,,False,False
95,wednesday,08:00,00:00,,,False,False
95,thursday,08:00,00:00,,,False,False
95,friday,08:00,01:00,,,False,False
95,saturday,08:00,01:00,,,False,False
95,sunday,08:00,01:00,,,False,False
96,monday,08:00,23:55,,,False,False
96,tuesday,08:00,23:55,,,False,False
96,wednesday,08:00,23:55,,,False,False
96,thursday,08:00,23:55,,,False,False
96,friday,08:00,01:00,,,False,False
96,saturday,08:00,01:00,,,False,False
96,sunday,08:00,23:55,,,False,False
97,monday,08:00,00:00,,,False,False
97,tuesday,08:00,00:00,,,False,False
97,wednesday,08:00,00:00,,,False,False
97,thursday,08:00,00:00,,,False,False
97,friday,08:00,01:00,,,False,False
97,saturday,12:00,01:00,,,False,False
97,sunday,12:00,00:00,,,False,False
98,monday,09:00,21:30,,,False,False
98,tuesday,09:00,21:30,,,False,False
98,wednesday,09:00,21:30,,,False,False
98,thursday,09:00,21:30,,,False,False
98,friday,09:00,21:30,,,False,False
98,saturday,09:00,21:30,,,False,False
98,sunday,09:00,21:30,,,False,False
99,monday,09:00,00:00,,,False,False
99,tuesday,09:00,00:00,,,False,False
99,wednesday,09:00,00:00,,,False,False
99,thursday,09:00,00:00,,,False,False
99,friday,09:00,00:00,,,False,False
99,saturday,10:00,00:00,,,False,False
99,sunday,10:00,00:00,,,False,False
100,monday,00:00,23:59,,,True,False
100,tuesday,00:00,23:59,,,True,False
100,wednesday,00:00,23:59,,,True,False
100,thursday,00:00,23:59,,,True,False
100,friday,00:00,23:59,,,True,False
100,saturday,00:00,23:59,,,True,False
100,sunday,22:00,00:00,,,False,False
101,monday,10:00,23:55,,,False,False
101,tuesday,10:00,23:55,,,False,False
101,wednesday,10:00,23:55,,,False,False
101,thursday,10:00,23:55,,,False,False
101,friday,10:00,23:55,,,False,False
101,saturday,10:00,23:55,,,False,False
101,sunday,10:00,23:55,,,False,False
102,monday,09:00,00:00,,,False,False
102,tuesday,09:00,00:00,,,False,False
102,wednesday,09:00,00:00,,,False,False
102,thursday,09:00,00:00,,,False,False
102,friday,09:00,00:00,,,False,False
102,saturday,12:00,01:00,,,False,False
102,sunday,,,,,False,True
103,monday,08:00,20:00,,,False,False
103,tuesday,08:00,00:00,,,False,False
103,wednesday,08:00,00:00,,,False,False
103,thursday,08:00,00:00,,,False,False
103,friday,08:00,00:00,,,False,False
103,saturday,08:00,00:00,,,False,False
103,sunday,08:00,20:00,,,False,False
104,monday,09:00,00:00,,,False,False
104,tuesday,09:00,00:00,,,False,False
104,wednesday,09:00,00:00,,,False,False
104,thursday,09:00,00:00,,,False,False
