places/id	places/internationalPhoneNumber	places/location/latitude	places/location/longitude	places/rating	places/regularOpeningHours/weekdayDescriptions/0	places/regularOpeningHours/weekdayDescriptions/1	places/regularOpeningHours/weekdayDescriptions/2	places/regularOpeningHours/weekdayDescriptions/3	places/regularOpeningHours/weekdayDescriptions/4	places/regularOpeningHours/weekdayDescriptions/5	places/regularOpeningHours/weekdayDescriptions/6	places/userRatingCount	places/displayName/text	places/displayName/languageCode	places/primaryType	places/priceLevel
ChIJb-NPh7QVVBMRlqC7-xbE6qM	+389 71 238 522	41.996178	21.430379	4.5	Monday: 7:00 AM – 12:00 AM	Tuesday: 7:00 AM – 12:00 AM	Wednesday: 7:00 AM – 12:00 AM	Thursday: 7:00 AM – 12:00 AM	Friday: 7:00 AM – 1:00 AM	Saturday: 7:30 AM – 1:00 AM	Sunday: 7:00 AM – 12:00 AM	1025	Distrikt	en	restaurant	PRICE_LEVEL_MODERATE
ChIJTQdU1UoUVBMRqx4lwc3DO7Q	+389 2 322 4000	41.9949586	21.4275942	4.6	Monday: 9:00 AM – 12:00 AM	Tuesday: 9:00 AM – 12:00 AM	Wednesday: 9:00 AM – 12:00 AM	Thursday: 9:00 AM – 12:00 AM	Friday: 9:00 AM – 12:00 AM	Saturday: 9:00 AM – 12:00 AM	Sunday: Closed	593	7 Skara Restaurant	en	barbecue_restaurant	PRICE_LEVEL_MODERATE
ChIJJbDbMksUVBMRIKUJiAsBHp0	+389 2 322 0290	41.995508	21.4275157	4.4	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 1:00 AM	Saturday: 8:00 AM – 1:00 AM	Sunday: 8:00 AM – 12:00 AM	573	Rock Bar Garson	en	bar	PRICE_LEVEL_INEXPENSIVE
ChIJjwqniaMVVBMREdhz3r21-bI	+389 70 282 788	41.9906709	21.4252861	3.9	Monday: 9:00 AM – 12:00 AM	Tuesday: 9:00 AM – 12:00 AM	Wednesday: 9:00 AM – 12:00 AM	Thursday: 9:00 AM – 12:00 AM	Friday: 9:00 AM – 1:00 AM	Saturday: 3:00 PM – 1:00 AM	Sunday: Closed	641	Three Garden & Bar	en	restaurant	
ChIJPaz2UtcVVBMRZlFQg4GCOg4	+389 75 669 000	41.9949427	21.4245692	4	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 1:00 AM	Saturday: 10:00 AM – 1:00 AM	Sunday: 12:00 PM – 12:00 AM	118	LaFe Coffe, Drinks & Food	en	bar	
ChIJ36MRBZUVVBMR2vJ6atsH6aw	+389 76 424 104	41.9944771	21.4275829	4.7	Monday: 8:00 AM – 7:00 PM	Tuesday: 8:00 AM – 7:00 PM	Wednesday: 8:00 AM – 7:00 PM	Thursday: 8:00 AM – 7:00 PM	Friday: 8:00 AM – 3:00 PM	Saturday: Closed	Sunday: 8:00 AM – 7:00 PM	269	Paradise Food	en	vegan_restaurant	
ChIJiUnfrwYVVBMRUqrRRPjhBAk	+389 70 371 834	41.9945286	21.4254035	4.4	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 1:00 AM	Saturday: 9:00 AM – 1:00 AM	Sunday: 9:00 AM – 12:00 AM	404	Bistro Comedy	en	bistro	PRICE_LEVEL_MODERATE
ChIJb86IDTYUVBMR0lUN_cwjmVg	+389 78 349 262	41.9926599	21.4210694	4.4	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 12:00 AM	Saturday: 8:00 AM – 12:00 AM	Sunday: 8:00 AM – 12:00 AM	237	Café Viking	en	cafe	
ChIJAyE5HgAVVBMRGiWk7F59s7E	+389 2 323 2325	41.9911463	21.4270349	4.1	Monday: 10:00 AM – 12:00 AM	Tuesday: 10:00 AM – 12:00 AM	Wednesday: 10:00 AM – 12:00 AM	Thursday: 10:00 AM – 12:00 AM	Friday: 10:00 AM – 1:00 AM	Saturday: 10:00 AM – 1:00 AM	Sunday: 10:00 AM – 12:00 AM	255	Sushico Zen Skopje	en	sushi_restaurant	
ChIJiQHSzzUUVBMRTR9qFYvm2yY	+389 78 321 506	41.9914629	21.4224667	4.6	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 12:00 AM	Saturday: 9:00 AM – 12:00 AM	Sunday: Closed	326	Café Rendezvous	en	cafe	
ChIJTXtnYAAVVBMRrCVGfoRTVT0	+389 75 339 993	41.9912684	21.4271127	4.3	Monday: 8:00 AM – 11:00 PM	Tuesday: 8:00 AM – 11:00 PM	Wednesday: 8:00 AM – 11:00 PM	Thursday: 8:00 AM – 11:00 PM	Friday: 8:00 AM – 11:00 PM	Saturday: 8:00 AM – 11:00 PM	Sunday: 8:00 AM – 11:00 PM	111	Sarajeva SteakHouse Diamond Mall	en	restaurant	
ChIJ1917RjoVVBMRlQdr4k2w7Uw	+389 72 311 077	41.9925128	21.4299921	4.5	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 1:00 AM	Saturday: 8:00 AM – 1:00 AM	Sunday: 8:00 AM – 12:00 AM	61	Play All Day Café	en	bar	
ChIJR6B30DUUVBMRxQ6pJJM6gyQ	+389 2 317 6200	41.9916741	21.4222812	4.6	Monday: 7:00 AM – 7:00 PM	Tuesday: 7:00 AM – 10:00 PM	Wednesday: 7:00 AM – 10:00 PM	Thursday: 7:00 AM – 10:00 PM	Friday: 7:00 AM – 10:00 PM	Saturday: 7:00 AM – 10:00 PM	Sunday: Closed	334	Gurman	en	restaurant	PRICE_LEVEL_INEXPENSIVE
ChIJC81NKFsVVBMRFaEDXdlfcTs	+389 71 545 341	41.9910135	21.4275603	4.1	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 12:00 AM	Saturday: 8:00 AM – 12:00 AM	Sunday: 10:00 AM – 10:00 PM	95	M HOUSE 5	en	coffee_shop	
ChIJmUGqykoUVBMROdEVliG4rgM	+389 78 243 562	41.9934364	21.4274932	3.6	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 12:00 AM	Saturday: 8:00 AM – 12:00 AM	Sunday: Closed	266	Giro Beko Fast Food	en	fast_food_restaurant	
ChIJ9cAMUgAVVBMR4JkQhKdPhCc	+389 71 211 288	41.9908512	21.4275573	3.9	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 12:00 AM	Saturday: 8:00 AM – 12:00 AM	Sunday: 8:00 AM – 12:00 AM	312	Su Roastery	en	coffee_shop	
ChIJ7TTZ92EVVBMRwxEV_KTI9q8	+389 72 311 002	41.9908904	21.4274274	4.7	Monday: Closed	Tuesday: Closed	Wednesday: Closed	Thursday: 8:00 PM – 12:00 AM	Friday: 8:00 PM – 1:00 AM	Saturday: 8:00 PM – 1:00 AM	Sunday: Closed	60	Mono Cocktail Bar	en	cocktail_bar	
ChIJ2QT6AZYVVBMR7rhUXRqsl6c	+389 2 317 6219	41.9905265	21.420669	4.6	Monday: 6:00 AM – 4:30 PM	Tuesday: 6:00 AM – 4:30 PM	Wednesday: 6:00 AM – 4:30 PM	Thursday: 6:00 AM – 4:30 PM	Friday: 6:00 AM – 4:30 PM	Saturday: 6:00 AM – 4:30 PM	Sunday: Closed	131	Sveti Nikola	en	bakery	
